timestamp,device_id,scenario,true_soil_moisture_pct,soil_adc,soil_moisture_pct,soil_dryness_pct,soil_status,temperature_c,humidity_pct,rainfall_mm,forecast_rain_mm,et0_mm_day,surface_wetness_pct,is_raining,crop_profile,kc_factor,mad_threshold_pct,reservoir_level_pct,reservoir_status,pump_active,irrigation_litres,hour,day_of_year,hour_sin,hour_cos,soil_moisture_lag_1h,soil_moisture_lag_3h,soil_moisture_lag_6h,moisture_change_1h,moisture_change_3h,rolling_temperature_3h,rolling_et0_3h,rolling_rain_6h,irrigation_last_6h,soil_moisture_t_plus_3h
2026-01-01 17:00:00,esp32-field-01,NORMAL_BALANCED,32.89,2265,34.13,65.87,HEALTHY,29.5,55.6,0.0,0.63,4.54,0.4,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0,17,1,-0.9659258262890683,-0.25881904510252063,32.93,32.62,33.71,1.2000000000000028,1.5100000000000051,31.116666666666664,4.97,0.0,0.0,33.34
2026-01-01 18:00:00,esp32-field-01,NORMAL_BALANCED,32.89,2324,31.74,68.26,HEALTHY,29.39,58.1,0.0,0.15,5.07,0.8,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0,18,1,-1.0,-1.8369701987210297e-16,34.13,32.26,31.2,-2.390000000000004,-0.5199999999999996,30.046666666666667,4.84,0.0,0.0,32.26
2026-01-01 19:00:00,esp32-field-01,NORMAL_BALANCED,32.88,2288,33.16,66.84,HEALTHY,27.92,61.9,0.0,0.26,4.57,0.3,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0,19,1,-0.9659258262890684,0.2588190451025203,31.74,32.93,33.52,1.4199999999999982,0.22999999999999687,28.936666666666667,4.726666666666667,0.0,0.0,33.22
2026-01-01 20:00:00,esp32-field-01,NORMAL_BALANCED,32.96,2292,33.34,66.66,HEALTHY,26.59,65.7,0.4,2.18,4.12,80.1,1,Tomato (Vegetative),0.85,50.0,75.6,HEALTHY,0,0.0,20,1,-0.8660254037844386,0.5000000000000001,33.16,34.13,32.62,0.18000000000000682,-0.7899999999999991,27.96666666666667,4.586666666666667,0.4,0.0,32.84
2026-01-01 21:00:00,esp32-field-01,NORMAL_BALANCED,32.96,2303,32.26,67.74,HEALTHY,23.78,71.8,0.0,1.61,3.64,5.7,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0,21,1,-0.7071067811865477,0.7071067811865474,33.34,31.74,32.26,-1.0800000000000054,0.5199999999999996,26.096666666666668,4.11,0.4,0.0,33.62
2026-01-01 22:00:00,esp32-field-01,NORMAL_BALANCED,32.95,2318,33.22,66.78,HEALTHY,22.38,70.5,0.0,2.38,3.6,3.0,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0,22,1,-0.5000000000000004,0.8660254037844384,32.26,33.16,32.93,0.9600000000000009,0.060000000000002274,24.25,3.7866666666666666,0.4,0.0,32.17
2026-01-01 23:00:00,esp32-field-01,NORMAL_BALANCED,32.94,2300,32.84,67.16,HEALTHY,21.82,77.2,0.0,1.56,3.31,0.1,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0,23,1,-0.25881904510252157,0.9659258262890681,33.22,33.34,34.13,-0.37999999999999545,-0.5,22.659999999999997,3.516666666666666,0.4,0.0,36.01
2026-01-02 00:00:00,esp32-field-01,NORMAL_BALANCED,32.94,2285,33.62,66.38,HEALTHY,20.21,74.2,0.0,4.13,3.15,2.4,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0,0,2,0.0,1.0,32.84,32.26,31.74,0.779999999999994,1.3599999999999994,21.47,3.353333333333333,0.4,0.0,31.49
2026-01-02 01:00:00,esp32-field-01,NORMAL_BALANCED,32.93,2319,32.17,67.83,HEALTHY,21.44,79.6,0.0,1.79,3.18,4.1,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0,1,2,0.25881904510252074,0.9659258262890683,33.62,33.22,33.16,-1.4499999999999957,-1.0499999999999972,21.156666666666666,3.213333333333333,0.4,0.0,32.05
2026-01-02 02:00:00,esp32-field-01,NORMAL_BALANCED,32.93,2240,36.01,63.99,HEALTHY,20.36,81.3,0.0,1.82,3.42,3.1,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0,2,2,0.49999999999999994,0.8660254037844387,32.17,32.84,33.34,3.8399999999999963,3.1699999999999946,20.67,3.2499999999999996,0.0,0.0,32.29
2026-01-02 03:00:00,esp32-field-01,NORMAL_BALANCED,32.92,2318,31.49,68.51,HEALTHY,20.33,77.6,0.0,0.94,3.22,0.1,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0,3,2,0.7071067811865476,0.7071067811865476,36.01,33.62,32.26,-4.52,-2.129999999999999,20.709999999999997,3.2733333333333334,0.0,0.0,33.22
2026-01-02 04:00:00,esp32-field-01,NORMAL_BALANCED,32.91,2333,32.05,67.95,HEALTHY,20.47,80.7,0.0,1.46,3.32,0.7,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0,4,2,0.8660254037844386,0.5000000000000001,31.49,32.17,33.22,0.5599999999999987,-0.12000000000000455,20.386666666666667,3.32,0.0,0.0,32.68
2026-01-02 05:00:00,esp32-field-01,NORMAL_BALANCED,32.91,2320,32.29,67.71,HEALTHY,23.05,70.5,0.0,0.87,3.77,0.9,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0,5,2,0.9659258262890683,0.25881904510252074,32.05,36.01,32.84,0.240000000000002,-3.719999999999999,21.283333333333335,3.436666666666666,0.0,0.0,31.83
2026-01-02 06:00:00,esp32-field-01,NORMAL_BALANCED,32.9,2289,33.22,66.78,HEALTHY,22.67,70.9,0.0,4.65,4.1,1.0,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0,6,2,1.0,6.123233995736766e-17,32.29,31.49,33.62,0.9299999999999997,1.7300000000000004,22.063333333333333,3.729999999999999,0.0,0.0,32.59
2026-01-02 07:00:00,esp32-field-01,NORMAL_BALANCED,32.87,2316,32.68,67.32,HEALTHY,25.6,65.1,0.0,0.02,4.01,4.3,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0,7,2,0.9659258262890683,-0.25881904510252063,33.22,32.05,32.17,-0.5399999999999991,0.6300000000000026,23.77333333333333,3.9599999999999995,0.0,0.0,31.65
2026-01-02 08:00:00,esp32-field-01,NORMAL_BALANCED,32.83,2307,31.83,68.17,HEALTHY,23.73,62.4,0.0,1.51,3.77,2.9,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0,8,2,0.8660254037844387,-0.4999999999999998,32.68,32.29,36.01,-0.8500000000000014,-0.46000000000000085,24.0,3.9599999999999995,0.0,0.0,32.03
2026-01-02 09:00:00,esp32-field-01,NORMAL_BALANCED,32.75,2296,32.59,67.41,HEALTHY,27.23,64.0,0.0,0.11,4.4,0.5,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0,9,2,0.7071067811865476,-0.7071067811865475,31.83,33.22,31.49,0.7600000000000051,-0.6299999999999955,25.52,4.06,0.0,0.0,32.9
2026-01-02 10:00:00,esp32-field-01,NORMAL_BALANCED,32.64,2317,31.65,68.35,HEALTHY,29.08,59.2,0.0,4.26,5.09,2.4,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0,10,2,0.49999999999999994,-0.8660254037844387,32.59,32.68,32.05,-0.9400000000000048,-1.0300000000000011,26.679999999999996,4.42,0.0,0.0,31.95
2026-01-02 11:00:00,esp32-field-01,NORMAL_BALANCED,32.53,2301,32.03,67.97,HEALTHY,30.17,55.1,0.0,2.8,4.72,1.2,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0,11,2,0.258819045102521,-0.9659258262890682,31.65,31.83,32.29,0.38000000000000256,0.20000000000000284,28.826666666666664,4.736666666666667,0.0,0.0,31.9
2026-01-02 12:00:00,esp32-field-01,NORMAL_BALANCED,32.39,2269,32.9,67.1,HEALTHY,31.83,52.8,0.0,2.08,5.34,0.6,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0,12,2,1.2246467991473532e-16,-1.0,32.03,32.59,33.22,0.8699999999999974,0.30999999999999517,30.36,5.05,0.0,0.0,33.02
2026-01-02 13:00:00,esp32-field-01,NORMAL_BALANCED,32.27,2310,31.95,68.05,HEALTHY,30.94,51.9,0.0,2.08,4.95,1.7,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0,13,2,-0.2588190451025208,-0.9659258262890683,32.9,31.65,32.68,-0.9499999999999993,0.3000000000000007,30.98,5.003333333333333,0.0,0.0,31.28
2026-01-02 14:00:00,esp32-field-01,NORMAL_BALANCED,32.15,2304,31.9,68.1,HEALTHY,32.91,50.1,0.0,3.54,5.49,0.0,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0,14,2,-0.4999999999999997,-0.8660254037844388,31.95,32.03,31.83,-0.05000000000000071,-0.13000000000000256,31.89333333333333,5.26,0.0,0.0,31.62
2026-01-02 15:00:00,esp32-field-01,NORMAL_BALANCED,32.06,2274,33.02,66.98,HEALTHY,31.37,50.8,0.0,0.52,5.22,1.8,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0,15,2,-0.7071067811865471,-0.7071067811865479,31.9,32.9,32.59,1.1200000000000045,0.12000000000000455,31.74,5.22,0.0,0.0,30.84
2026-01-02 16:00:00,esp32-field-01,NORMAL_BALANCED,32.0,2314,31.28,68.72,HEALTHY,31.63,53.6,0.0,0.87,5.11,2.4,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0,16,2,-0.8660254037844385,-0.5000000000000004,33.02,31.95,31.65,-1.740000000000002,-0.6699999999999982,31.97,5.273333333333333,0.0,0.0,31.71
2026-01-02 17:00:00,esp32-field-01,NORMAL_BALANCED,31.97,2314,31.62,68.38,HEALTHY,30.81,55.4,0.0,0.13,4.84,0.3,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0,17,2,-0.9659258262890683,-0.25881904510252063,31.28,31.9,32.03,0.33999999999999986,-0.2799999999999976,31.27,5.056666666666667,0.0,0.0,33.17
2026-01-02 18:00:00,esp32-field-01,NORMAL_BALANCED,31.97,2317,30.84,69.16,HEALTHY,28.67,58.1,0.0,6.4,4.27,8.8,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0,18,2,-1.0,-1.8369701987210297e-16,31.62,33.02,32.9,-0.7800000000000011,-2.1800000000000033,30.37,4.739999999999999,0.0,0.0,33.76
2026-01-02 19:00:00,esp32-field-01,NORMAL_BALANCED,31.96,2310,31.71,68.29,HEALTHY,28.5,61.9,0.0,0.18,4.97,7.1,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0,19,2,-0.9659258262890684,0.2588190451025203,30.84,31.28,31.95,0.870000000000001,0.4299999999999997,29.326666666666668,4.6933333333333325,0.0,0.0,32.08
2026-01-02 20:00:00,esp32-field-01,NORMAL_BALANCED,31.95,2281,33.17,66.83,HEALTHY,26.23,62.9,0.0,0.5,4.37,1.4,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0,20,2,-0.8660254037844386,0.5000000000000001,31.71,31.62,31.9,1.4600000000000009,1.5500000000000007,27.8,4.536666666666666,0.0,0.0,30.4
2026-01-02 21:00:00,esp32-field-01,NORMAL_BALANCED,31.94,2280,33.76,66.24,HEALTHY,24.77,69.4,0.0,5.23,4.0,2.4,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0,21,2,-0.7071067811865477,0.7071067811865474,33.17,30.84,33.02,0.5899999999999963,2.919999999999998,26.5,4.446666666666666,0.0,0.0,33.39
2026-01-02 22:00:00,esp32-field-01,NORMAL_BALANCED,31.93,2303,32.08,67.92,HEALTHY,24.51,70.6,0.0,4.51,4.18,1.0,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0,22,2,-0.5000000000000004,0.8660254037844384,33.76,31.71,31.28,-1.6799999999999997,0.36999999999999744,25.169999999999998,4.183333333333334,0.0,0.0,29.95
2026-01-02 23:00:00,esp32-field-01,NORMAL_BALANCED,31.93,2337,30.4,69.6,HEALTHY,22.44,73.5,0.0,1.31,3.48,1.3,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0,23,2,-0.25881904510252157,0.9659258262890681,32.08,33.17,31.62,-1.6799999999999997,-2.770000000000003,23.906666666666666,3.8866666666666667,0.0,0.0,32.41
2026-01-03 00:00:00,esp32-field-01,NORMAL_BALANCED,31.92,2281,33.39,66.61,HEALTHY,20.17,79.2,0.0,0.07,2.93,6.0,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0,0,3,0.0,1.0,30.4,33.76,30.84,2.990000000000002,-0.36999999999999744,22.373333333333335,3.53,0.0,0.0,32.0
2026-01-03 01:00:00,esp32-field-01,NORMAL_BALANCED,31.92,2329,29.95,70.05,HEALTHY,20.01,75.2,0.0,2.73,3.57,5.5,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0,1,3,0.25881904510252074,0.9659258262890683,33.39,32.08,31.71,-3.4400000000000013,-2.129999999999999,20.873333333333335,3.3266666666666667,0.0,0.0,32.68
2026-01-03 02:00:00,esp32-field-01,NORMAL_BALANCED,31.91,2282,32.41,67.59,HEALTHY,20.0,80.1,0.0,4.62,3.12,0.4,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0,2,3,0.49999999999999994,0.8660254037844387,29.95,30.4,33.17,2.4599999999999973,2.009999999999998,20.060000000000002,3.2066666666666666,0.0,0.0,32.05
2026-01-03 03:00:00,esp32-field-01,NORMAL_BALANCED,31.9,2324,32.0,68.0,HEALTHY,20.58,75.7,0.0,1.1,3.64,3.3,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0,3,3,0.7071067811865476,0.7071067811865476,32.41,33.39,33.76,-0.4099999999999966,-1.3900000000000006,20.19666666666667,3.4433333333333334,0.0,0.0,31.84
2026-01-03 04:00:00,esp32-field-01,NORMAL_BALANCED,31.9,2312,32.68,67.32,HEALTHY,22.25,82.4,0.0,2.11,3.53,0.1,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0,4,3,0.8660254037844386,0.5000000000000001,32.0,29.95,32.08,0.6799999999999997,2.7300000000000004,20.94333333333333,3.4299999999999997,0.0,0.0,33.51
2026-01-03 05:00:00,esp32-field-01,NORMAL_BALANCED,31.89,2279,32.05,67.95,HEALTHY,22.37,78.3,0.0,3.52,3.17,1.7,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0,5,3,0.9659258262890683,0.25881904510252074,32.68,32.41,30.4,-0.6300000000000026,-0.35999999999999943,21.733333333333334,3.4466666666666668,0.0,0.0,30.98
2026-01-03 06:00:00,esp32-field-01,NORMAL_BALANCED,31.89,2322,31.84,68.16,HEALTHY,24.14,69.0,0.0,1.02,3.47,11.7,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0,6,3,1.0,6.123233995736766e-17,32.05,32.0,33.39,-0.2099999999999973,-0.16000000000000014,22.92,3.39,0.0,0.0,32.41
2026-01-03 07:00:00,esp32-field-01,NORMAL_BALANCED,31.86,2276,33.51,66.49,HEALTHY,23.44,69.8,0.0,3.41,3.55,1.3,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0,7,3,0.9659258262890683,-0.25881904510252063,31.84,32.68,29.95,1.6699999999999982,0.8299999999999983,23.316666666666666,3.396666666666667,0.0,0.0,29.79
2026-01-03 08:00:00,esp32-field-01,NORMAL_BALANCED,31.81,2322,30.98,69.02,HEALTHY,25.63,63.0,0.0,1.05,4.11,1.4,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,33.51,32.05,32.41,-2.5299999999999976,-1.0699999999999967,24.403333333333332,3.7100000000000004,0.0,0.0,30.86
2026-01-03 09:00:00,esp32-field-01,NORMAL_BALANCED,31.73,2291,32.41,67.59,HEALTHY,27.58,59.4,0.0,0.09,4.51,7.6,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0,9,3,0.7071067811865476,-0.7071067811865475,30.98,31.84,32.0,1.4299999999999962,0.5699999999999967,25.549999999999997,4.056666666666667,0.0,0.0,32.08
2026-01-03 10:00:00,esp32-field-01,NORMAL_BALANCED,31.63,2353,29.79,70.21,HEALTHY,28.63,56.1,0.0,0.93,4.56,1.4,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0,10,3,0.49999999999999994,-0.8660254037844387,32.41,33.51,32.68,-2.6199999999999974,-3.719999999999999,27.28,4.3933333333333335,0.0,0.0,29.72
2026-01-03 11:00:00,esp32-field-01,NORMAL_BALANCED,31.51,2314,30.86,69.14,HEALTHY,29.55,62.1,0.0,1.14,5.05,1.8,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0,11,3,0.258819045102521,-0.9659258262890682,29.79,30.98,32.05,1.0700000000000003,-0.120000000000001,28.58666666666667,4.706666666666666,0.0,0.0,30.76
2026-01-03 12:00:00,esp32-field-01,NORMAL_BALANCED,31.38,2333,32.08,67.92,HEALTHY,30.74,49.3,0.0,0.14,5.39,2.1,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0,12,3,1.2246467991473532e-16,-1.0,30.86,32.41,31.84,1.2199999999999989,-0.3299999999999983,29.64,5.0,0.0,0.0,30.48
2026-01-03 13:00:00,esp32-field-01,NORMAL_BALANCED,31.25,2356,29.72,70.28,HEALTHY,32.51,47.9,0.0,1.56,5.2,1.4,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0,13,3,-0.2588190451025208,-0.9659258262890683,32.08,29.79,33.51,-2.3599999999999994,-0.07000000000000028,30.933333333333334,5.213333333333334,0.0,0.0,31.43
2026-01-03 14:00:00,esp32-field-01,NORMAL_BALANCED,31.15,2297,30.76,69.24,HEALTHY,31.02,51.4,0.0,0.29,4.85,1.0,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0,14,3,-0.4999999999999997,-0.8660254037844388,29.72,30.86,30.98,1.0400000000000027,-0.09999999999999787,31.423333333333332,5.1466666666666665,0.0,0.0,33.2
2026-01-03 15:00:00,esp32-field-01,NORMAL_BALANCED,31.06,2325,30.48,69.52,HEALTHY,32.27,49.9,0.0,2.55,4.99,6.0,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0,15,3,-0.7071067811865471,-0.7071067811865479,30.76,32.08,32.41,-0.28000000000000114,-1.5999999999999979,31.933333333333337,5.013333333333334,0.0,0.0,30.51
2026-01-03 16:00:00,esp32-field-01,NORMAL_BALANCED,31.0,2318,31.43,68.57,HEALTHY,31.27,53.9,0.0,0.59,4.63,0.6,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0,16,3,-0.8660254037844385,-0.5000000000000004,30.48,29.72,29.79,0.9499999999999993,1.7100000000000009,31.52,4.823333333333333,0.0,0.0,31.1
2026-01-03 17:00:00,esp32-field-01,NORMAL_BALANCED,30.97,2266,33.2,66.8,HEALTHY,28.32,55.0,0.0,0.25,4.35,2.6,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0,17,3,-0.9659258262890683,-0.25881904510252063,31.43,30.76,30.86,1.7700000000000031,2.4400000000000013,30.620000000000005,4.656666666666666,0.0,0.0,31.16
2026-01-03 18:00:00,esp32-field-01,NORMAL_BALANCED,30.97,2322,30.51,69.49,HEALTHY,28.4,56.5,0.0,2.14,4.84,3.4,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0,18,3,-1.0,-1.8369701987210297e-16,33.2,30.48,32.08,-2.6900000000000013,0.030000000000001137,29.33,4.6066666666666665,0.0,0.0,30.75
2026-01-03 19:00:00,esp32-field-01,NORMAL_BALANCED,30.96,2322,31.1,68.9,HEALTHY,29.26,62.6,0.0,0.2,4.68,10.1,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0,19,3,-0.9659258262890684,0.2588190451025203,30.51,31.43,29.72,0.5899999999999999,-0.3299999999999983,28.66,4.623333333333334,0.0,0.0,32.28
2026-01-03 20:00:00,esp32-field-01,NORMAL_BALANCED,30.95,2316,31.16,68.84,HEALTHY,26.06,64.6,0.0,0.34,4.5,4.8,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0,20,3,-0.8660254037844386,0.5000000000000001,31.1,33.2,30.76,0.05999999999999872,-2.0400000000000027,27.906666666666666,4.673333333333333,0.0,0.0,31.71
2026-01-03 21:00:00,esp32-field-01,NORMAL_BALANCED,30.95,2342,30.75,69.25,HEALTHY,24.22,69.6,0.0,0.75,4.43,6.3,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0,21,3,-0.7071067811865477,0.7071067811865474,31.16,30.51,30.48,-0.41000000000000014,0.23999999999999844,26.513333333333335,4.536666666666666,0.0,0.0,30.24
2026-01-03 22:00:00,esp32-field-01,NORMAL_BALANCED,30.94,2311,32.28,67.72,HEALTHY,21.69,71.6,0.0,0.73,3.51,6.9,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0,22,3,-0.5000000000000004,0.8660254037844384,30.75,31.1,31.43,1.5300000000000011,1.1799999999999997,23.99,4.146666666666666,0.0,0.0,31.69
2026-01-03 23:00:00,esp32-field-01,NORMAL_BALANCED,30.93,2311,31.71,68.29,HEALTHY,21.82,71.9,0.0,1.45,3.81,4.7,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0,23,3,-0.25881904510252157,0.9659258262890681,32.28,31.16,33.2,-0.5700000000000003,0.5500000000000007,22.576666666666664,3.9166666666666665,0.0,0.0,29.92
2026-01-04 00:00:00,esp32-field-01,NORMAL_BALANCED,30.93,2331,30.24,69.76,HEALTHY,20.48,75.9,0.0,2.16,3.52,2.5,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0,0,4,0.0,1.0,31.71,30.75,30.51,-1.4700000000000024,-0.5100000000000016,21.33,3.6133333333333333,0.0,0.0,32.34
2026-01-04 01:00:00,esp32-field-01,NORMAL_BALANCED,30.92,2322,31.69,68.31,HEALTHY,20.78,78.8,0.0,0.39,3.11,0.5,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0,1,4,0.25881904510252074,0.9659258262890683,30.24,32.28,31.1,1.4500000000000028,-0.5899999999999999,21.026666666666667,3.48,0.0,0.0,31.98
