timestamp,device_id,scenario,true_soil_moisture_pct,soil_adc,soil_moisture_pct,soil_dryness_pct,soil_status,temperature_c,humidity_pct,observed_rain_mm,forecast_rain_next_3h_mm,forecast_rain_24h_mm,et0_mm_day,surface_wetness_pct,is_raining,crop_profile,kc_factor,mad_threshold_pct,reservoir_level_pct,reservoir_status,pump_active,irrigation_litres,soil_storage_capacity_pct,hour,day_of_year,hour_sin,hour_cos,day_sin,day_cos,soil_moisture_lag_1h,soil_moisture_lag_2h,soil_moisture_lag_3h,soil_moisture_lag_6h,moisture_slope_1h,moisture_slope_3h,moisture_slope_6h,rolling_temperature_3h,rolling_et0_3h,rolling_et0_6h,rolling_rain_3h,rolling_rain_6h,irrigation_last_1h,irrigation_last_3h,irrigation_last_6h,physics_prediction_t_plus_3h,soil_moisture_t_plus_3h,soil_moisture_residual_t_plus_3h
2026-01-01 16:00:00,esp32-field-01,NORMAL_BALANCED,30.54,2320,31.25,68.75,HEALTHY,30.23,55.4,0.0,0.0,0.3,4.66,1.6,0,Tomato (Vegetative),0.85,50.0,79.9,HEALTHY,0,0.0,3.75,16,1,-0.8660254037844385,-0.5000000000000004,0.017201575418260506,0.9998520419557735,30.46,29.38,29.87,31.18,0.7899999999999991,0.4599999999999997,0.011666666666666714,30.843333333333334,4.92,4.8566666666666665,6.8,6.8,0.0,0.0,0.0,31.161,30.37,-0.7910000000000004
2026-01-01 17:00:00,esp32-field-01,NORMAL_BALANCED,30.51,2303,31.94,68.06,HEALTHY,30.09,56.3,0.0,0.0,1.04,4.68,0.1,0,Tomato (Vegetative),0.85,50.0,79.9,HEALTHY,0,0.0,3.0599999999999987,17,1,-0.9659258262890683,-0.25881904510252063,0.017201575418260506,0.9998520419557735,31.25,30.46,29.38,29.62,0.6900000000000013,0.853333333333334,0.3866666666666667,30.486666666666668,4.836666666666667,4.816666666666666,0.0,6.8,0.0,0.0,0.0,31.901,31.31,-0.5910000000000011
2026-01-01 18:00:00,esp32-field-01,NORMAL_BALANCED,30.51,2344,29.96,70.03999999999999,HEALTHY,28.92,60.4,0.0,0.0,0.31,4.52,3.3,0,Tomato (Vegetative),0.85,50.0,79.9,HEALTHY,0,0.0,5.039999999999999,18,1,-1.0,-1.8369701987210297e-16,0.017201575418260506,0.9998520419557735,31.94,31.25,30.46,28.13,-1.9800000000000004,-0.16666666666666666,0.3050000000000003,29.74666666666667,4.62,4.791666666666667,0.0,6.8,0.0,0.0,0.0,29.944,30.95,1.0060000000000002
2026-01-01 19:00:00,esp32-field-01,NORMAL_BALANCED,30.5,2346,30.37,69.63,HEALTHY,27.26,63.0,0.0,0.0,1.99,4.63,1.7,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,4.629999999999999,19,1,-0.9659258262890684,0.2588190451025203,0.017201575418260506,0.9998520419557735,29.96,31.94,31.25,29.87,0.41000000000000014,-0.293333333333333,0.08333333333333333,28.756666666666664,4.609999999999999,4.765,0.0,6.8,0.0,0.0,0.0,30.345,30.7,0.3550000000000004
2026-01-01 20:00:00,esp32-field-01,NORMAL_BALANCED,30.49,2320,31.31,68.69,HEALTHY,27.69,63.6,0.0,0.07,0.94,4.41,3.5,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,3.6900000000000013,20,1,-0.8660254037844386,0.5000000000000001,0.017201575418260506,0.9998520419557735,30.37,29.96,31.94,29.38,0.9399999999999977,-0.21000000000000085,0.3216666666666666,27.956666666666667,4.52,4.678333333333333,0.0,0.0,0.0,0.0,0.0,31.301,31.56,0.25900000000000034
2026-01-01 21:00:00,esp32-field-01,NORMAL_BALANCED,30.49,2319,30.95,69.05,HEALTHY,24.68,67.7,0.0,0.0,0.44,3.94,7.3,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,4.050000000000001,21,1,-0.7071067811865477,0.7071067811865474,0.017201575418260506,0.9998520419557735,31.31,30.37,29.96,30.46,-0.35999999999999943,0.32999999999999946,0.0816666666666664,26.543333333333333,4.326666666666667,4.473333333333334,0.0,0.0,0.0,0.0,0.0,30.929,30.9,-0.028999999999999915
2026-01-01 22:00:00,esp32-field-01,NORMAL_BALANCED,30.48,2307,30.7,69.3,HEALTHY,23.95,70.0,0.0,0.0,0.81,3.79,0.7,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,4.300000000000001,22,1,-0.5000000000000004,0.8660254037844384,0.017201575418260506,0.9998520419557735,30.95,31.31,30.37,31.25,-0.25,0.10999999999999943,-0.09166666666666679,25.439999999999998,4.046666666666667,4.328333333333333,0.0,0.0,0.0,0.0,0.0,30.68,30.61,-0.07000000000000028
2026-01-01 23:00:00,esp32-field-01,NORMAL_BALANCED,30.47,2317,31.56,68.44,HEALTHY,21.72,70.9,0.0,0.0,0.97,3.43,0.9,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,3.4400000000000013,23,1,-0.25881904510252157,0.9659258262890681,0.017201575418260506,0.9998520419557735,30.7,30.95,31.31,31.94,0.8599999999999994,0.08333333333333333,-0.06333333333333376,23.45,3.72,4.12,0.0,0.0,0.0,0.0,0.0,31.542,30.89,-0.652000000000001
2026-01-02 00:00:00,esp32-field-01,NORMAL_BALANCED,30.47,2324,30.9,69.1,HEALTHY,21.92,75.4,0.0,3.8,6.41,3.58,2.7,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,4.100000000000001,0,2,0.0,1.0,0.03439806061360801,0.9994082116062598,31.56,30.7,30.95,29.96,-0.6600000000000001,-0.016666666666666902,0.1566666666666663,22.53,3.6,3.9633333333333334,0.0,0.0,0.0,0.0,0.0,31.688,31.26,-0.42799999999999727
2026-01-02 01:00:00,esp32-field-01,NORMAL_BALANCED,30.46,2327,30.61,69.39,HEALTHY,21.33,74.8,0.0,2.99,6.39,3.59,1.9,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,4.390000000000001,1,2,0.25881904510252074,0.9659258262890683,0.03439806061360801,0.9994082116062598,30.9,31.56,30.7,30.37,-0.28999999999999915,-0.029999999999999954,0.03999999999999974,21.656666666666666,3.533333333333333,3.7900000000000005,0.0,0.0,0.0,0.0,0.0,31.226,31.29,0.06400000000000006
2026-01-02 02:00:00,esp32-field-01,NORMAL_BALANCED,30.46,2324,30.89,69.11,HEALTHY,20.85,76.0,0.0,2.89,6.86,3.33,0.9,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,4.109999999999999,2,2,0.49999999999999994,0.8660254037844387,0.03439806061360801,0.9994082116062598,30.61,30.9,31.56,31.31,0.28000000000000114,-0.22333333333333272,-0.06999999999999969,21.366666666666664,3.5,3.61,0.0,0.0,0.0,0.0,0.0,31.486,30.26,-1.225999999999999
2026-01-02 03:00:00,esp32-field-01,NORMAL_BALANCED,31.07,2340,31.26,68.74,HEALTHY,20.99,75.1,2.9,0.0,0.45,3.43,79.8,1,Tomato (Vegetative),0.85,50.0,84.1,HEALTHY,0,0.0,3.7399999999999984,3,2,0.7071067811865476,0.7071067811865476,0.03439806061360801,0.9994082116062598,30.89,30.61,30.9,30.95,0.370000000000001,0.120000000000001,0.05166666666666705,21.056666666666665,3.4499999999999997,3.525,2.9,2.9,0.0,0.0,0.0,31.242,30.67,-0.5719999999999992
2026-01-02 04:00:00,esp32-field-01,NORMAL_BALANCED,31.06,2320,31.29,68.71000000000001,HEALTHY,20.96,73.0,0.0,0.0,0.45,3.33,2.1,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,3.710000000000001,4,2,0.8660254037844386,0.5000000000000001,0.03439806061360801,0.9994082116062598,31.26,30.89,30.61,30.7,0.029999999999997584,0.22666666666666657,0.09833333333333331,20.933333333333334,3.3633333333333333,3.4483333333333337,2.9,2.9,0.0,0.0,0.0,31.272,31.26,-0.011999999999996902
2026-01-02 05:00:00,esp32-field-01,NORMAL_BALANCED,31.05,2323,30.26,69.74,HEALTHY,22.06,72.4,0.0,0.0,0.27,3.26,7.6,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,4.739999999999998,5,2,0.9659258262890683,0.25881904510252074,0.03439806061360801,0.9994082116062598,31.29,31.26,30.89,31.56,-1.0299999999999976,-0.20999999999999966,-0.2166666666666662,21.33666666666667,3.34,3.42,2.9,2.9,0.0,0.0,0.0,30.227,30.66,0.43299999999999983
2026-01-02 06:00:00,esp32-field-01,NORMAL_BALANCED,31.05,2334,30.67,69.33,HEALTHY,23.63,69.9,0.0,0.0,1.92,3.53,5.9,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,4.329999999999998,6,2,1.0,6.123233995736766e-17,0.03439806061360801,0.9994082116062598,30.26,31.29,31.26,30.9,0.41000000000000014,-0.19666666666666663,-0.03833333333333281,22.21666666666667,3.3733333333333335,3.4116666666666666,0.0,2.9,0.0,0.0,0.0,30.597,32.1,1.5030000000000001
2026-01-02 07:00:00,esp32-field-01,NORMAL_BALANCED,31.02,2318,31.26,68.74,HEALTHY,24.69,67.7,0.0,0.0,0.71,3.92,2.7,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0,3.7399999999999984,7,2,0.9659258262890683,-0.25881904510252063,0.03439806061360801,0.9994082116062598,30.67,30.26,31.29,30.61,0.5899999999999999,-0.009999999999999195,0.10833333333333368,23.459999999999997,3.5700000000000003,3.4666666666666663,0.0,2.9,0.0,0.0,0.0,31.116,31.79,0.6739999999999995
2026-01-02 08:00:00,esp32-field-01,NORMAL_BALANCED,30.97,2337,30.66,69.34,HEALTHY,25.9,65.5,0.0,0.0,0.83,4.18,1.0,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,4.34,8,2,0.8660254037844387,-0.4999999999999998,0.03439806061360801,0.9994082116062598,31.26,30.67,30.26,30.89,-0.6000000000000014,0.13333333333333286,-0.03833333333333341,24.74,3.8766666666666665,3.608333333333333,0.0,2.9,0.0,0.0,0.0,30.443,31.17,0.7270000000000003
2026-01-02 09:00:00,esp32-field-01,NORMAL_BALANCED,30.9,2311,32.1,67.9,HEALTHY,26.71,63.6,0.0,0.0,1.03,4.14,1.0,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,2.8999999999999986,9,2,0.7071067811865476,-0.7071067811865475,0.03439806061360801,0.9994082116062598,30.66,31.26,30.67,31.26,1.4400000000000013,0.47666666666666657,0.13999999999999999,25.766666666666666,4.079999999999999,3.7266666666666666,0.0,0.0,0.0,0.0,0.0,31.837,31.55,-0.28699999999999903
2026-01-02 10:00:00,esp32-field-01,NORMAL_BALANCED,30.79,2308,31.79,68.21000000000001,HEALTHY,28.9,58.6,0.0,0.16,0.76,4.88,1.1,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,3.210000000000001,10,2,0.49999999999999994,-0.8660254037844387,0.03439806061360801,0.9994082116062598,32.1,30.66,31.26,31.29,-0.3100000000000023,0.17666666666666586,0.08333333333333333,27.17,4.3999999999999995,3.9849999999999994,0.0,0.0,0.0,0.0,0.0,31.478,31.46,-0.018000000000000682
2026-01-02 11:00:00,esp32-field-01,NORMAL_BALANCED,30.68,2338,31.17,68.83,HEALTHY,28.83,56.6,0.0,0.25,1.06,4.67,2.5,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,3.8299999999999983,11,2,0.258819045102521,-0.9659258262890682,0.03439806061360801,0.9994082116062598,31.79,32.1,30.66,30.26,-0.6199999999999974,0.1700000000000005,0.1516666666666667,28.146666666666665,4.5633333333333335,4.22,0.0,0.0,0.0,0.0,0.0,30.88,30.0,-0.879999999999999
2026-01-02 12:00:00,esp32-field-01,NORMAL_BALANCED,30.56,2330,31.55,68.45,HEALTHY,29.83,55.5,0.0,0.0,0.12,4.83,2.3,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,3.4499999999999993,12,2,1.2246467991473532e-16,-1.0,0.03439806061360801,0.9994082116062598,31.17,31.79,32.1,30.67,0.379999999999999,-0.18333333333333357,0.1466666666666665,29.186666666666667,4.793333333333333,4.4366666666666665,0.0,0.0,0.0,0.0,0.0,31.208,30.12,-1.0879999999999974
2026-01-02 13:00:00,esp32-field-01,NORMAL_BALANCED,30.44,2330,31.46,68.53999999999999,HEALTHY,30.58,55.4,0.0,0.0,0.93,4.88,0.4,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,3.539999999999999,13,2,-0.2588190451025208,-0.9659258262890683,0.03439806061360801,0.9994082116062598,31.55,31.17,31.79,31.26,-0.08999999999999986,-0.10999999999999943,0.033333333333333215,29.746666666666666,4.793333333333334,4.596666666666667,0.0,0.0,0.0,0.0,0.0,31.15,29.75,-1.3999999999999986
2026-01-02 14:00:00,esp32-field-01,NORMAL_BALANCED,30.34,2333,30.0,70.0,HEALTHY,30.47,55.7,0.0,0.0,0.29,4.78,0.1,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,5.0,14,2,-0.4999999999999997,-0.8660254037844388,0.03439806061360801,0.9994082116062598,31.46,31.55,31.17,30.66,-1.4600000000000009,-0.39000000000000057,-0.11000000000000003,30.293333333333333,4.830000000000001,4.696666666666666,0.0,0.0,0.0,0.0,0.0,29.752,29.22,-0.532
2026-01-02 15:00:00,esp32-field-01,NORMAL_BALANCED,30.25,2334,30.12,69.88,HEALTHY,31.6,54.8,0.0,0.0,2.13,4.97,4.8,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,4.879999999999999,15,2,-0.7071067811865471,-0.7071067811865479,0.03439806061360801,0.9994082116062598,30.0,31.46,31.55,32.1,0.120000000000001,-0.47666666666666657,-0.33000000000000007,30.88333333333333,4.876666666666666,4.835,0.0,0.0,0.0,0.0,0.0,29.938,30.71,0.772000000000002
2026-01-02 16:00:00,esp32-field-01,NORMAL_BALANCED,30.18,2359,29.75,70.25,HEALTHY,30.74,54.5,0.0,0.0,1.08,5.0,0.7,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,5.25,16,2,-0.8660254037844385,-0.5000000000000004,0.03439806061360801,0.9994082116062598,30.12,30.0,31.46,31.79,-0.370000000000001,-0.5700000000000003,-0.33999999999999986,30.936666666666667,4.916666666666667,4.855,0.0,0.0,0.0,0.0,0.0,29.655,31.66,2.004999999999999
2026-01-02 17:00:00,esp32-field-01,NORMAL_BALANCED,30.15,2365,29.22,70.78,HEALTHY,30.19,57.4,0.0,0.0,0.49,4.85,0.7,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,5.780000000000001,17,2,-0.9659258262890683,-0.25881904510252063,0.03439806061360801,0.9994082116062598,29.75,30.12,30.0,31.17,-0.5300000000000011,-0.2600000000000004,-0.32500000000000046,30.843333333333334,4.9399999999999995,4.885,0.0,0.0,0.0,0.0,0.0,29.18,29.73,0.5500000000000007
2026-01-02 18:00:00,esp32-field-01,NORMAL_BALANCED,30.15,2298,30.71,69.28999999999999,HEALTHY,28.63,61.2,0.0,0.0,1.22,4.44,0.6,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,4.289999999999999,18,2,-1.0,-1.8369701987210297e-16,0.03439806061360801,0.9994082116062598,29.22,29.75,30.12,31.55,1.490000000000002,0.19666666666666663,-0.13999999999999999,29.853333333333335,4.763333333333333,4.819999999999999,0.0,0.0,0.0,0.0,0.0,30.694,29.52,-1.1739999999999995
2026-01-02 19:00:00,esp32-field-01,NORMAL_BALANCED,30.15,2307,31.66,68.34,HEALTHY,26.63,63.3,0.0,0.0,0.21,4.48,0.6,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0,3.34,19,2,-0.9659258262890684,0.2588190451025203,0.03439806061360801,0.9994082116062598,30.71,29.22,29.75,31.46,0.9499999999999993,0.6366666666666667,0.033333333333333215,28.483333333333334,4.59,4.753333333333333,0.0,0.0,0.0,0.0,0.0,31.636,29.55,-2.0859999999999985
2026-01-02 20:00:00,esp32-field-01,NORMAL_BALANCED,30.14,2337,29.73,70.27,HEALTHY,26.15,63.9,0.0,0.0,1.92,4.5,3.9,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0,5.27,20,2,-0.8660254037844386,0.5000000000000001,0.03439806061360801,0.9994082116062598,31.66,30.71,29.22,30.0,-1.9299999999999997,0.1700000000000005,-0.04499999999999993,27.136666666666667,4.473333333333334,4.706666666666667,0.0,0.0,0.0,0.0,0.0,29.706,29.6,-0.1059999999999981
2026-01-02 21:00:00,esp32-field-01,NORMAL_BALANCED,30.13,2341,29.52,70.48,HEALTHY,24.94,68.7,0.0,0.0,0.41,3.89,0.4,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0,5.48,21,2,-0.7071067811865477,0.7071067811865474,0.03439806061360801,0.9994082116062598,29.73,31.66,30.71,30.12,-0.21000000000000085,-0.3966666666666671,-0.10000000000000024,25.906666666666666,4.29,4.526666666666666,0.0,0.0,0.0,0.0,0.0,29.499,31.77,2.271000000000001
2026-01-02 22:00:00,esp32-field-01,NORMAL_BALANCED,30.12,2343,29.55,70.45,HEALTHY,24.08,68.8,0.0,0.0,0.08,4.03,0.7,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0,5.449999999999999,22,2,-0.5000000000000004,0.8660254037844384,0.03439806061360801,0.9994082116062598,29.52,29.73,31.66,29.75,0.030000000000001137,-0.7033333333333331,-0.033333333333333215,25.05666666666667,4.140000000000001,4.364999999999999,0.0,0.0,0.0,0.0,0.0,29.529,31.23,1.7010000000000005
2026-01-02 23:00:00,esp32-field-01,NORMAL_BALANCED,30.12,2341,29.6,70.4,HEALTHY,22.67,70.8,0.0,0.0,0.14,3.68,2.9,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0,5.399999999999999,23,2,-0.25881904510252157,0.9659258262890681,0.03439806061360801,0.9994082116062598,29.55,29.52,29.73,29.22,0.05000000000000071,-0.043333333333333,0.06333333333333376,23.896666666666665,3.866666666666667,4.170000000000001,0.0,0.0,0.0,0.0,0.0,29.58,29.65,0.07000000000000028
2026-01-03 00:00:00,esp32-field-01,NORMAL_BALANCED,30.11,2315,31.77,68.23,HEALTHY,21.23,72.4,0.0,0.0,0.09,3.42,1.7,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0,3.2300000000000004,0,3,0.0,1.0,0.051584366869408364,0.9986686402879997,29.6,29.55,29.52,30.71,2.169999999999998,0.75,0.17666666666666644,22.66,3.7100000000000004,4.0,0.0,0.0,0.0,0.0,0.0,31.752,31.85,0.09800000000000253
2026-01-03 01:00:00,esp32-field-01,NORMAL_BALANCED,30.1,2307,31.23,68.77,HEALTHY,21.34,76.5,0.0,0.0,0.92,3.53,5.3,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0,3.7699999999999996,1,3,0.25881904510252074,0.9659258262890683,0.051584366869408364,0.9986686402879997,31.77,29.6,29.55,31.66,-0.5399999999999991,0.5599999999999999,-0.07166666666666661,21.74666666666667,3.5433333333333334,3.841666666666667,0.0,0.0,0.0,0.0,0.0,31.211,30.01,-1.200999999999997
2026-01-03 02:00:00,esp32-field-01,NORMAL_BALANCED,30.1,2337,29.65,70.35,HEALTHY,20.87,79.1,0.0,0.0,1.17,3.46,4.1,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0,5.350000000000001,2,3,0.49999999999999994,0.8660254037844387,0.051584366869408364,0.9986686402879997,31.23,31.77,29.6,29.73,-1.5800000000000018,0.01666666666666572,-0.013333333333333641,21.146666666666665,3.47,3.668333333333333,0.0,0.0,0.0,0.0,0.0,29.632,29.97,0.3379999999999974
2026-01-03 03:00:00,esp32-field-01,NORMAL_BALANCED,30.09,2318,31.85,68.15,HEALTHY,20.74,74.7,0.0,0.0,0.23,3.33,1.6,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0,3.1499999999999986,3,3,0.7071067811865476,0.7071067811865476,0.051584366869408364,0.9986686402879997,29.65,31.23,31.77,29.52,2.200000000000003,0.026666666666667282,0.38833333333333364,20.98333333333333,3.44,3.5749999999999997,0.0,0.0,0.0,0.0,0.0,31.832,29.55,-2.282
2026-01-03 04:00:00,esp32-field-01,NORMAL_BALANCED,30.09,2351,30.01,69.99,HEALTHY,21.56,74.7,0.0,0.0,0.87,3.55,4.8,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0,4.989999999999998,4,3,0.8660254037844386,0.5000000000000001,0.051584366869408364,0.9986686402879997,31.85,29.65,31.23,29.55,-1.8399999999999999,-0.4066666666666663,0.07666666666666681,21.05666666666667,3.4466666666666668,3.4950000000000006,0.0,0.0,0.0,0.0,0.0,29.991,30.03,0.03900000000000148
2026-01-03 05:00:00,esp32-field-01,NORMAL_BALANCED,30.08,2339,29.97,70.03,HEALTHY,22.43,71.4,0.0,0.0,0.26,3.74,2.7,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0,5.030000000000001,5,3,0.9659258262890683,0.25881904510252074,0.051584366869408364,0.9986686402879997,30.01,31.85,29.65,29.6,-0.0400000000000027,0.10666666666666676,0.06166666666666624,21.576666666666664,3.5400000000000005,3.5049999999999994,0.0,0.0,0.0,0.0,0.0,29.933,31.03,1.0970000000000013
