timestamp,device_id,scenario,true_soil_moisture_pct,soil_adc,soil_moisture_pct,soil_dryness_pct,soil_status,temperature_c,humidity_pct,rainfall_mm,forecast_rain_mm,et0_mm_day,surface_wetness_pct,is_raining,crop_profile,kc_factor,mad_threshold_pct,reservoir_level_pct,reservoir_status,pump_active,irrigation_litres
2026-01-01 17:00:00,esp32-field-01,NORMAL_BALANCED,32.89,2265,34.13,65.87,HEALTHY,29.5,55.6,0.0,0.63,4.54,0.4,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0
2026-01-01 18:00:00,esp32-field-01,NORMAL_BALANCED,32.89,2324,31.74,68.26,HEALTHY,29.39,58.1,0.0,0.15,5.07,0.8,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0
2026-01-01 19:00:00,esp32-field-01,NORMAL_BALANCED,32.88,2288,33.16,66.84,HEALTHY,27.92,61.9,0.0,0.26,4.57,0.3,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0
2026-01-01 20:00:00,esp32-field-01,NORMAL_BALANCED,32.96,2292,33.34,66.66,HEALTHY,26.59,65.7,0.4,2.18,4.12,80.1,1,Tomato (Vegetative),0.85,50.0,75.6,HEALTHY,0,0.0
2026-01-01 21:00:00,esp32-field-01,NORMAL_BALANCED,32.96,2303,32.26,67.74,HEALTHY,23.78,71.8,0.0,1.61,3.64,5.7,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0
2026-01-01 22:00:00,esp32-field-01,NORMAL_BALANCED,32.95,2318,33.22,66.78,HEALTHY,22.38,70.5,0.0,2.38,3.6,3.0,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0
2026-01-01 23:00:00,esp32-field-01,NORMAL_BALANCED,32.94,2300,32.84,67.16,HEALTHY,21.82,77.2,0.0,1.56,3.31,0.1,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0
2026-01-02 00:00:00,esp32-field-01,NORMAL_BALANCED,32.94,2285,33.62,66.38,HEALTHY,20.21,74.2,0.0,4.13,3.15,2.4,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0
2026-01-02 01:00:00,esp32-field-01,NORMAL_BALANCED,32.93,2319,32.17,67.83,HEALTHY,21.44,79.6,0.0,1.79,3.18,4.1,0,Tomato (Vegetative),0.85,50.0,74.8,HEALTHY,0,0.0
2026-01-02 02:00:00,esp32-field-01,NORMAL_BALANCED,32.93,2240,36.01,63.99,HEALTHY,20.36,81.3,0.0,1.82,3.42,3.1,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0
2026-01-02 03:00:00,esp32-field-01,NORMAL_BALANCED,32.92,2318,31.49,68.51,HEALTHY,20.33,77.6,0.0,0.94,3.22,0.1,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0
2026-01-02 04:00:00,esp32-field-01,NORMAL_BALANCED,32.91,2333,32.05,67.95,HEALTHY,20.47,80.7,0.0,1.46,3.32,0.7,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0
2026-01-02 05:00:00,esp32-field-01,NORMAL_BALANCED,32.91,2320,32.29,67.71,HEALTHY,23.05,70.5,0.0,0.87,3.77,0.9,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0
2026-01-02 06:00:00,esp32-field-01,NORMAL_BALANCED,32.9,2289,33.22,66.78,HEALTHY,22.67,70.9,0.0,4.65,4.1,1.0,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0
2026-01-02 07:00:00,esp32-field-01,NORMAL_BALANCED,32.87,2316,32.68,67.32,HEALTHY,25.6,65.1,0.0,0.02,4.01,4.3,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0
2026-01-02 08:00:00,esp32-field-01,NORMAL_BALANCED,32.83,2307,31.83,68.17,HEALTHY,23.73,62.4,0.0,1.51,3.77,2.9,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0
2026-01-02 09:00:00,esp32-field-01,NORMAL_BALANCED,32.75,2296,32.59,67.41,HEALTHY,27.23,64.0,0.0,0.11,4.4,0.5,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0
2026-01-02 10:00:00,esp32-field-01,NORMAL_BALANCED,32.64,2317,31.65,68.35,HEALTHY,29.08,59.2,0.0,4.26,5.09,2.4,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0
2026-01-02 11:00:00,esp32-field-01,NORMAL_BALANCED,32.53,2301,32.03,67.97,HEALTHY,30.17,55.1,0.0,2.8,4.72,1.2,0,Tomato (Vegetative),0.85,50.0,74.7,HEALTHY,0,0.0
2026-01-02 12:00:00,esp32-field-01,NORMAL_BALANCED,32.39,2269,32.9,67.1,HEALTHY,31.83,52.8,0.0,2.08,5.34,0.6,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0
2026-01-02 13:00:00,esp32-field-01,NORMAL_BALANCED,32.27,2310,31.95,68.05,HEALTHY,30.94,51.9,0.0,2.08,4.95,1.7,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0
2026-01-02 14:00:00,esp32-field-01,NORMAL_BALANCED,32.15,2304,31.9,68.1,HEALTHY,32.91,50.1,0.0,3.54,5.49,0.0,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0
2026-01-02 15:00:00,esp32-field-01,NORMAL_BALANCED,32.06,2274,33.02,66.98,HEALTHY,31.37,50.8,0.0,0.52,5.22,1.8,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0
2026-01-02 16:00:00,esp32-field-01,NORMAL_BALANCED,32.0,2314,31.28,68.72,HEALTHY,31.63,53.6,0.0,0.87,5.11,2.4,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0
2026-01-02 17:00:00,esp32-field-01,NORMAL_BALANCED,31.97,2314,31.62,68.38,HEALTHY,30.81,55.4,0.0,0.13,4.84,0.3,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0
2026-01-02 18:00:00,esp32-field-01,NORMAL_BALANCED,31.97,2317,30.84,69.16,HEALTHY,28.67,58.1,0.0,6.4,4.27,8.8,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0
2026-01-02 19:00:00,esp32-field-01,NORMAL_BALANCED,31.96,2310,31.71,68.29,HEALTHY,28.5,61.9,0.0,0.18,4.97,7.1,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0
2026-01-02 20:00:00,esp32-field-01,NORMAL_BALANCED,31.95,2281,33.17,66.83,HEALTHY,26.23,62.9,0.0,0.5,4.37,1.4,0,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0
2026-01-02 21:00:00,esp32-field-01,NORMAL_BALANCED,31.94,2280,33.76,66.24,HEALTHY,24.77,69.4,0.0,5.23,4.0,2.4,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0
2026-01-02 22:00:00,esp32-field-01,NORMAL_BALANCED,31.93,2303,32.08,67.92,HEALTHY,24.51,70.6,0.0,4.51,4.18,1.0,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0
2026-01-02 23:00:00,esp32-field-01,NORMAL_BALANCED,31.93,2337,30.4,69.6,HEALTHY,22.44,73.5,0.0,1.31,3.48,1.3,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0
2026-01-03 00:00:00,esp32-field-01,NORMAL_BALANCED,31.92,2281,33.39,66.61,HEALTHY,20.17,79.2,0.0,0.07,2.93,6.0,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0
2026-01-03 01:00:00,esp32-field-01,NORMAL_BALANCED,31.92,2329,29.95,70.05,HEALTHY,20.01,75.2,0.0,2.73,3.57,5.5,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0
2026-01-03 02:00:00,esp32-field-01,NORMAL_BALANCED,31.91,2282,32.41,67.59,HEALTHY,20.0,80.1,0.0,4.62,3.12,0.4,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0
2026-01-03 03:00:00,esp32-field-01,NORMAL_BALANCED,31.9,2324,32.0,68.0,HEALTHY,20.58,75.7,0.0,1.1,3.64,3.3,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0
2026-01-03 04:00:00,esp32-field-01,NORMAL_BALANCED,31.9,2312,32.68,67.32,HEALTHY,22.25,82.4,0.0,2.11,3.53,0.1,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0
2026-01-03 05:00:00,esp32-field-01,NORMAL_BALANCED,31.89,2279,32.05,67.95,HEALTHY,22.37,78.3,0.0,3.52,3.17,1.7,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0
2026-01-03 06:00:00,esp32-field-01,NORMAL_BALANCED,31.89,2322,31.84,68.16,HEALTHY,24.14,69.0,0.0,1.02,3.47,11.7,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0
2026-01-03 07:00:00,esp32-field-01,NORMAL_BALANCED,31.86,2276,33.51,66.49,HEALTHY,23.44,69.8,0.0,3.41,3.55,1.3,0,Tomato (Vegetative),0.85,50.0,74.5,HEALTHY,0,0.0
2026-01-03 08:00:00,esp32-field-01,NORMAL_BALANCED,31.81,2322,30.98,69.02,HEALTHY,25.63,63.0,0.0,1.05,4.11,1.4,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0
2026-01-03 09:00:00,esp32-field-01,NORMAL_BALANCED,31.73,2291,32.41,67.59,HEALTHY,27.58,59.4,0.0,0.09,4.51,7.6,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0
2026-01-03 10:00:00,esp32-field-01,NORMAL_BALANCED,31.63,2353,29.79,70.21,HEALTHY,28.63,56.1,0.0,0.93,4.56,1.4,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0
2026-01-03 11:00:00,esp32-field-01,NORMAL_BALANCED,31.51,2314,30.86,69.14,HEALTHY,29.55,62.1,0.0,1.14,5.05,1.8,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0
2026-01-03 12:00:00,esp32-field-01,NORMAL_BALANCED,31.38,2333,32.08,67.92,HEALTHY,30.74,49.3,0.0,0.14,5.39,2.1,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0
2026-01-03 13:00:00,esp32-field-01,NORMAL_BALANCED,31.25,2356,29.72,70.28,HEALTHY,32.51,47.9,0.0,1.56,5.2,1.4,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0
2026-01-03 14:00:00,esp32-field-01,NORMAL_BALANCED,31.15,2297,30.76,69.24,HEALTHY,31.02,51.4,0.0,0.29,4.85,1.0,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0
2026-01-03 15:00:00,esp32-field-01,NORMAL_BALANCED,31.06,2325,30.48,69.52,HEALTHY,32.27,49.9,0.0,2.55,4.99,6.0,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0
2026-01-03 16:00:00,esp32-field-01,NORMAL_BALANCED,31.0,2318,31.43,68.57,HEALTHY,31.27,53.9,0.0,0.59,4.63,0.6,0,Tomato (Vegetative),0.85,50.0,74.4,HEALTHY,0,0.0
2026-01-03 17:00:00,esp32-field-01,NORMAL_BALANCED,30.97,2266,33.2,66.8,HEALTHY,28.32,55.0,0.0,0.25,4.35,2.6,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0
2026-01-03 18:00:00,esp32-field-01,NORMAL_BALANCED,30.97,2322,30.51,69.49,HEALTHY,28.4,56.5,0.0,2.14,4.84,3.4,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0
2026-01-03 19:00:00,esp32-field-01,NORMAL_BALANCED,30.96,2322,31.1,68.9,HEALTHY,29.26,62.6,0.0,0.2,4.68,10.1,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0
2026-01-03 20:00:00,esp32-field-01,NORMAL_BALANCED,30.95,2316,31.16,68.84,HEALTHY,26.06,64.6,0.0,0.34,4.5,4.8,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0
2026-01-03 21:00:00,esp32-field-01,NORMAL_BALANCED,30.95,2342,30.75,69.25,HEALTHY,24.22,69.6,0.0,0.75,4.43,6.3,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0
2026-01-03 22:00:00,esp32-field-01,NORMAL_BALANCED,30.94,2311,32.28,67.72,HEALTHY,21.69,71.6,0.0,0.73,3.51,6.9,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0
2026-01-03 23:00:00,esp32-field-01,NORMAL_BALANCED,30.93,2311,31.71,68.29,HEALTHY,21.82,71.9,0.0,1.45,3.81,4.7,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0
2026-01-04 00:00:00,esp32-field-01,NORMAL_BALANCED,30.93,2331,30.24,69.76,HEALTHY,20.48,75.9,0.0,2.16,3.52,2.5,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0
2026-01-04 01:00:00,esp32-field-01,NORMAL_BALANCED,30.92,2322,31.69,68.31,HEALTHY,20.78,78.8,0.0,0.39,3.11,0.5,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0
2026-01-04 02:00:00,esp32-field-01,NORMAL_BALANCED,30.92,2330,29.92,70.08,HEALTHY,20.29,84.7,0.0,1.31,3.08,7.2,0,Tomato (Vegetative),0.85,50.0,74.3,HEALTHY,0,0.0
2026-01-04 03:00:00,esp32-field-01,NORMAL_BALANCED,30.91,2307,32.34,67.66,HEALTHY,18.58,80.2,0.0,0.03,2.72,2.8,0,Tomato (Vegetative),0.85,50.0,74.2,HEALTHY,0,0.0
2026-01-04 04:00:00,esp32-field-01,NORMAL_BALANCED,30.91,2305,31.98,68.02,HEALTHY,20.25,79.2,0.0,4.09,3.74,4.0,0,Tomato (Vegetative),0.85,50.0,74.2,HEALTHY,0,0.0
2026-01-04 05:00:00,esp32-field-01,NORMAL_BALANCED,30.9,2303,31.76,68.24,HEALTHY,22.3,75.7,0.0,0.08,3.88,1.5,0,Tomato (Vegetative),0.85,50.0,74.2,HEALTHY,0,0.0
2026-01-04 06:00:00,esp32-field-01,NORMAL_BALANCED,30.89,2305,30.95,69.05,HEALTHY,22.29,68.4,0.0,2.01,3.81,1.3,0,Tomato (Vegetative),0.85,50.0,74.2,HEALTHY,0,0.0
2026-01-04 07:00:00,esp32-field-01,NORMAL_BALANCED,30.87,2288,31.73,68.27,HEALTHY,24.26,68.3,0.0,3.69,3.85,1.6,0,Tomato (Vegetative),0.85,50.0,74.2,HEALTHY,0,0.0
2026-01-04 08:00:00,esp32-field-01,NORMAL_BALANCED,30.81,2324,30.85,69.15,HEALTHY,25.81,62.2,0.0,0.35,4.81,4.2,0,Tomato (Vegetative),0.85,50.0,74.2,HEALTHY,0,0.0
2026-01-04 09:00:00,esp32-field-01,NORMAL_BALANCED,30.73,2276,31.84,68.16,HEALTHY,27.66,61.0,0.0,2.24,4.33,0.2,0,Tomato (Vegetative),0.85,50.0,74.2,HEALTHY,0,0.0
2026-01-04 10:00:00,esp32-field-01,NORMAL_BALANCED,30.63,2344,30.33,69.67,HEALTHY,29.87,52.3,0.0,0.7,4.74,8.8,0,Tomato (Vegetative),0.85,50.0,74.2,HEALTHY,0,0.0
2026-01-04 11:00:00,esp32-field-01,NORMAL_BALANCED,30.63,2345,29.73,70.27,HEALTHY,29.31,56.7,0.6,0.93,5.05,74.8,1,Tomato (Vegetative),0.85,50.0,75.4,HEALTHY,0,0.0
2026-01-04 12:00:00,esp32-field-01,NORMAL_BALANCED,30.5,2331,30.69,69.31,HEALTHY,31.1,49.0,0.0,1.92,5.2,0.8,0,Tomato (Vegetative),0.85,50.0,74.2,HEALTHY,0,0.0
2026-01-04 13:00:00,esp32-field-01,NORMAL_BALANCED,30.42,2376,29.08,70.92,HEALTHY,31.04,52.1,0.2,0.65,5.16,68.9,1,Tomato (Vegetative),0.85,50.0,74.6,HEALTHY,0,0.0
2026-01-04 14:00:00,esp32-field-01,NORMAL_BALANCED,30.31,2368,29.19,70.81,HEALTHY,31.63,52.6,0.0,1.47,4.93,0.9,0,Tomato (Vegetative),0.85,50.0,74.1,HEALTHY,0,0.0
2026-01-04 15:00:00,esp32-field-01,NORMAL_BALANCED,30.23,2322,31.0,69.0,HEALTHY,30.28,51.0,0.0,3.04,4.87,0.5,0,Tomato (Vegetative),0.85,50.0,74.1,HEALTHY,0,0.0
2026-01-04 16:00:00,esp32-field-01,NORMAL_BALANCED,30.16,2345,28.79,71.21,HEALTHY,30.94,51.9,0.0,0.23,5.08,0.9,0,Tomato (Vegetative),0.85,50.0,74.1,HEALTHY,0,0.0
2026-01-04 17:00:00,esp32-field-01,NORMAL_BALANCED,30.13,2350,29.76,70.24,HEALTHY,30.31,54.9,0.0,1.58,4.65,2.4,0,Tomato (Vegetative),0.85,50.0,74.1,HEALTHY,0,0.0
2026-01-04 18:00:00,esp32-field-01,NORMAL_BALANCED,30.13,2328,30.94,69.06,HEALTHY,29.18,60.0,0.0,0.81,5.13,7.4,0,Tomato (Vegetative),0.85,50.0,74.1,HEALTHY,0,0.0
2026-01-04 19:00:00,esp32-field-01,NORMAL_BALANCED,30.13,2349,28.91,71.09,HEALTHY,25.89,62.4,0.0,0.42,4.0,2.8,0,Tomato (Vegetative),0.85,50.0,74.1,HEALTHY,0,0.0
2026-01-04 20:00:00,esp32-field-01,NORMAL_BALANCED,30.12,2309,32.22,67.78,HEALTHY,25.32,67.6,0.0,1.98,3.85,8.3,0,Tomato (Vegetative),0.85,50.0,74.1,HEALTHY,0,0.0
2026-01-04 21:00:00,esp32-field-01,NORMAL_BALANCED,30.11,2331,30.26,69.74,HEALTHY,23.38,75.3,0.0,0.17,3.75,4.4,0,Tomato (Vegetative),0.85,50.0,74.1,HEALTHY,0,0.0
2026-01-04 22:00:00,esp32-field-01,NORMAL_BALANCED,30.11,2324,29.66,70.34,HEALTHY,22.56,77.0,0.0,0.48,3.82,3.6,0,Tomato (Vegetative),0.85,50.0,74.1,HEALTHY,0,0.0
2026-01-04 23:00:00,esp32-field-01,NORMAL_BALANCED,30.1,2334,30.75,69.25,HEALTHY,22.56,75.4,0.0,3.09,3.8,2.3,0,Tomato (Vegetative),0.85,50.0,74.0,HEALTHY,0,0.0
2026-01-05 00:00:00,esp32-field-01,NORMAL_BALANCED,30.09,2370,28.76,71.24,HEALTHY,21.39,79.1,0.0,4.33,3.44,13.2,0,Tomato (Vegetative),0.85,50.0,74.0,HEALTHY,0,0.0
2026-01-05 01:00:00,esp32-field-01,NORMAL_BALANCED,30.09,2322,30.99,69.01,HEALTHY,20.3,76.8,0.0,4.33,3.54,10.6,0,Tomato (Vegetative),0.85,50.0,74.0,HEALTHY,0,0.0
2026-01-05 02:00:00,esp32-field-01,NORMAL_BALANCED,30.08,2332,29.71,70.29,HEALTHY,20.66,78.7,0.0,0.12,3.36,0.4,0,Tomato (Vegetative),0.85,50.0,74.0,HEALTHY,0,0.0
2026-01-05 03:00:00,esp32-field-01,NORMAL_BALANCED,30.07,2330,30.77,69.23,HEALTHY,21.1,79.0,0.0,0.58,3.3,4.7,0,Tomato (Vegetative),0.85,50.0,74.0,HEALTHY,0,0.0
2026-01-05 04:00:00,esp32-field-01,NORMAL_BALANCED,30.07,2299,31.2,68.8,HEALTHY,20.86,80.7,0.0,3.1,3.24,3.0,0,Tomato (Vegetative),0.85,50.0,74.0,HEALTHY,0,0.0
2026-01-05 05:00:00,esp32-field-01,NORMAL_BALANCED,30.06,2350,28.52,71.48,HEALTHY,20.53,74.6,0.0,0.53,3.25,1.0,0,Tomato (Vegetative),0.85,50.0,74.0,HEALTHY,0,0.0
2026-01-05 06:00:00,esp32-field-01,NORMAL_BALANCED,30.06,2343,30.6,69.4,HEALTHY,23.69,72.0,0.0,7.09,3.81,0.5,0,Tomato (Vegetative),0.85,50.0,74.0,HEALTHY,0,0.0
2026-01-05 07:00:00,esp32-field-01,NORMAL_BALANCED,30.03,2344,29.63,70.37,HEALTHY,25.58,67.3,0.0,2.27,4.0,0.6,0,Tomato (Vegetative),0.85,50.0,74.0,HEALTHY,0,0.0
2026-01-05 08:00:00,esp32-field-01,NORMAL_BALANCED,29.98,2362,30.36,69.64,HEALTHY,26.99,63.6,0.0,0.38,4.15,0.8,0,Tomato (Vegetative),0.85,50.0,74.0,HEALTHY,0,0.0
2026-01-05 09:00:00,esp32-field-01,NORMAL_BALANCED,29.9,2347,30.33,69.67,HEALTHY,28.21,59.6,0.0,2.97,4.46,9.3,0,Tomato (Vegetative),0.85,50.0,74.0,HEALTHY,0,0.0
2026-01-05 10:00:00,esp32-field-01,NORMAL_BALANCED,29.81,2361,29.22,70.78,HEALTHY,28.88,55.5,0.0,0.13,4.32,2.1,0,Tomato (Vegetative),0.85,50.0,73.9,HEALTHY,0,0.0
2026-01-05 11:00:00,esp32-field-01,NORMAL_BALANCED,29.68,2313,30.74,69.26,HEALTHY,29.5,54.4,0.0,2.61,5.06,2.7,0,Tomato (Vegetative),0.85,50.0,73.9,HEALTHY,0,0.0
2026-01-05 12:00:00,esp32-field-01,NORMAL_BALANCED,29.55,2338,30.44,69.56,HEALTHY,31.6,51.1,0.0,1.85,5.25,6.1,0,Tomato (Vegetative),0.85,50.0,73.9,HEALTHY,0,0.0
2026-01-05 13:00:00,esp32-field-01,NORMAL_BALANCED,29.42,2344,29.13,70.87,HEALTHY,32.4,54.0,0.0,3.08,5.4,6.4,0,Tomato (Vegetative),0.85,50.0,73.9,HEALTHY,0,0.0
2026-01-05 14:00:00,esp32-field-01,NORMAL_BALANCED,29.48,2349,29.5,70.5,HEALTHY,32.26,49.0,0.8,2.64,5.22,78.0,1,Tomato (Vegetative),0.85,50.0,75.5,HEALTHY,0,0.0
2026-01-05 15:00:00,esp32-field-01,NORMAL_BALANCED,29.39,2361,29.56,70.44,HEALTHY,32.25,55.9,0.0,4.94,5.13,2.3,0,Tomato (Vegetative),0.85,50.0,73.9,HEALTHY,0,0.0
2026-01-05 16:00:00,esp32-field-01,NORMAL_BALANCED,29.33,2387,27.88,72.12,HEALTHY,30.19,50.9,0.0,0.1,4.92,3.7,0,Tomato (Vegetative),0.85,50.0,73.9,HEALTHY,0,0.0
2026-01-05 17:00:00,esp32-field-01,NORMAL_BALANCED,29.29,2338,29.24,70.76,HEALTHY,29.85,55.3,0.0,0.48,5.21,1.8,0,Tomato (Vegetative),0.85,50.0,73.9,HEALTHY,0,0.0
2026-01-05 18:00:00,esp32-field-01,NORMAL_BALANCED,29.29,2341,29.11,70.89,HEALTHY,28.88,54.9,0.0,1.59,4.84,3.4,0,Tomato (Vegetative),0.85,50.0,73.9,HEALTHY,0,0.0
2026-01-05 19:00:00,esp32-field-01,NORMAL_BALANCED,29.28,2353,28.73,71.27,HEALTHY,28.85,58.4,0.0,3.37,4.28,1.6,0,Tomato (Vegetative),0.85,50.0,73.8,HEALTHY,0,0.0
