timestamp,device_id,scenario,true_soil_moisture_pct,soil_adc,soil_moisture_pct,soil_dryness_pct,soil_status,temperature_c,humidity_pct,observed_rain_mm,forecast_rain_next_3h_mm,forecast_rain_24h_mm,et0_mm_day,surface_wetness_pct,is_raining,crop_profile,kc_factor,mad_threshold_pct,reservoir_level_pct,reservoir_status,pump_active,irrigation_litres
2026-01-02 07:00:00,esp32-field-01,NORMAL_BALANCED,31.02,2318,31.26,68.74,HEALTHY,24.69,67.7,0.0,0.0,0.71,3.92,2.7,0,Tomato (Vegetative),0.85,50.0,79.8,HEALTHY,0,0.0
2026-01-02 08:00:00,esp32-field-01,NORMAL_BALANCED,30.97,2337,30.66,69.34,HEALTHY,25.9,65.5,0.0,0.0,0.83,4.18,1.0,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 09:00:00,esp32-field-01,NORMAL_BALANCED,30.9,2311,32.1,67.9,HEALTHY,26.71,63.6,0.0,0.0,1.03,4.14,1.0,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 10:00:00,esp32-field-01,NORMAL_BALANCED,30.79,2308,31.79,68.21,HEALTHY,28.9,58.6,0.0,0.16,0.76,4.88,1.1,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 11:00:00,esp32-field-01,NORMAL_BALANCED,30.68,2338,31.17,68.83,HEALTHY,28.83,56.6,0.0,0.25,1.06,4.67,2.5,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 12:00:00,esp32-field-01,NORMAL_BALANCED,30.56,2330,31.55,68.45,HEALTHY,29.83,55.5,0.0,0.0,0.12,4.83,2.3,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 13:00:00,esp32-field-01,NORMAL_BALANCED,30.44,2330,31.46,68.54,HEALTHY,30.58,55.4,0.0,0.0,0.93,4.88,0.4,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 14:00:00,esp32-field-01,NORMAL_BALANCED,30.34,2333,30.0,70.0,HEALTHY,30.47,55.7,0.0,0.0,0.29,4.78,0.1,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 15:00:00,esp32-field-01,NORMAL_BALANCED,30.25,2334,30.12,69.88,HEALTHY,31.6,54.8,0.0,0.0,2.13,4.97,4.8,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 16:00:00,esp32-field-01,NORMAL_BALANCED,30.18,2359,29.75,70.25,HEALTHY,30.74,54.5,0.0,0.0,1.08,5.0,0.7,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 17:00:00,esp32-field-01,NORMAL_BALANCED,30.15,2365,29.22,70.78,HEALTHY,30.19,57.4,0.0,0.0,0.49,4.85,0.7,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 18:00:00,esp32-field-01,NORMAL_BALANCED,30.15,2298,30.71,69.29,HEALTHY,28.63,61.2,0.0,0.0,1.22,4.44,0.6,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 19:00:00,esp32-field-01,NORMAL_BALANCED,30.15,2307,31.66,68.34,HEALTHY,26.63,63.3,0.0,0.0,0.21,4.48,0.6,0,Tomato (Vegetative),0.85,50.0,79.7,HEALTHY,0,0.0
2026-01-02 20:00:00,esp32-field-01,NORMAL_BALANCED,30.14,2337,29.73,70.27,HEALTHY,26.15,63.9,0.0,0.0,1.92,4.5,3.9,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-02 21:00:00,esp32-field-01,NORMAL_BALANCED,30.13,2341,29.52,70.48,HEALTHY,24.94,68.7,0.0,0.0,0.41,3.89,0.4,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-02 22:00:00,esp32-field-01,NORMAL_BALANCED,30.12,2343,29.55,70.45,HEALTHY,24.08,68.8,0.0,0.0,0.08,4.03,0.7,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-02 23:00:00,esp32-field-01,NORMAL_BALANCED,30.12,2341,29.6,70.4,HEALTHY,22.67,70.8,0.0,0.0,0.14,3.68,2.9,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-03 00:00:00,esp32-field-01,NORMAL_BALANCED,30.11,2315,31.77,68.23,HEALTHY,21.23,72.4,0.0,0.0,0.09,3.42,1.7,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-03 01:00:00,esp32-field-01,NORMAL_BALANCED,30.1,2307,31.23,68.77,HEALTHY,21.34,76.5,0.0,0.0,0.92,3.53,5.3,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-03 02:00:00,esp32-field-01,NORMAL_BALANCED,30.1,2337,29.65,70.35,HEALTHY,20.87,79.1,0.0,0.0,1.17,3.46,4.1,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-03 03:00:00,esp32-field-01,NORMAL_BALANCED,30.09,2318,31.85,68.15,HEALTHY,20.74,74.7,0.0,0.0,0.23,3.33,1.6,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-03 04:00:00,esp32-field-01,NORMAL_BALANCED,30.09,2351,30.01,69.99,HEALTHY,21.56,74.7,0.0,0.0,0.87,3.55,4.8,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-03 05:00:00,esp32-field-01,NORMAL_BALANCED,30.08,2339,29.97,70.03,HEALTHY,22.43,71.4,0.0,0.0,0.26,3.74,2.7,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-03 06:00:00,esp32-field-01,NORMAL_BALANCED,30.07,2345,29.55,70.45,HEALTHY,23.28,71.3,0.0,0.0,1.06,3.79,6.1,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-03 07:00:00,esp32-field-01,NORMAL_BALANCED,30.05,2330,30.03,69.97,HEALTHY,24.08,68.5,0.0,0.0,0.33,4.15,0.2,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-03 08:00:00,esp32-field-01,NORMAL_BALANCED,29.99,2334,31.03,68.97,HEALTHY,26.03,63.3,0.0,0.0,0.06,4.26,2.2,0,Tomato (Vegetative),0.85,50.0,79.6,HEALTHY,0,0.0
2026-01-03 09:00:00,esp32-field-01,NORMAL_BALANCED,29.91,2330,29.47,70.53,HEALTHY,27.57,61.0,0.0,0.0,0.12,4.66,2.6,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 10:00:00,esp32-field-01,NORMAL_BALANCED,29.81,2344,29.69,70.31,HEALTHY,28.76,60.8,0.0,0.0,0.05,4.72,1.0,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 11:00:00,esp32-field-01,NORMAL_BALANCED,29.68,2333,30.46,69.54,HEALTHY,31.46,59.9,0.0,0.0,0.1,5.23,1.9,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 12:00:00,esp32-field-01,NORMAL_BALANCED,29.56,2367,28.27,71.73,HEALTHY,30.17,57.5,0.0,0.0,2.29,4.76,0.5,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 13:00:00,esp32-field-01,NORMAL_BALANCED,29.44,2340,29.6,70.4,HEALTHY,30.71,55.3,0.0,0.0,0.99,4.88,4.1,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 14:00:00,esp32-field-01,NORMAL_BALANCED,29.34,2347,30.17,69.83,HEALTHY,31.34,52.6,0.0,0.0,0.49,4.99,0.5,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 15:00:00,esp32-field-01,NORMAL_BALANCED,29.25,2364,29.32,70.68,HEALTHY,31.37,57.7,0.0,0.0,0.26,5.09,1.7,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 16:00:00,esp32-field-01,NORMAL_BALANCED,29.19,2385,27.54,72.46,HEALTHY,29.96,56.7,0.0,0.0,0.14,4.85,1.3,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 17:00:00,esp32-field-01,NORMAL_BALANCED,29.15,2344,29.52,70.48,HEALTHY,29.21,60.0,0.0,0.0,1.09,4.84,2.4,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 18:00:00,esp32-field-01,NORMAL_BALANCED,29.15,2379,27.56,72.44,HEALTHY,27.49,60.3,0.0,0.0,2.74,4.34,2.3,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 19:00:00,esp32-field-01,NORMAL_BALANCED,29.15,2375,28.76,71.24,HEALTHY,27.72,61.3,0.0,0.67,1.78,4.73,2.7,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 20:00:00,esp32-field-01,NORMAL_BALANCED,29.14,2345,29.73,70.27,HEALTHY,25.76,64.0,0.0,0.64,1.87,4.43,1.1,0,Tomato (Vegetative),0.85,50.0,79.5,HEALTHY,0,0.0
2026-01-03 21:00:00,esp32-field-01,NORMAL_BALANCED,29.13,2371,29.06,70.94,HEALTHY,24.91,68.2,0.0,0.59,1.47,4.27,0.3,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-03 22:00:00,esp32-field-01,NORMAL_BALANCED,29.23,2369,27.95,72.05,HEALTHY,22.74,69.3,0.5,0.0,1.64,3.86,74.1,1,Tomato (Vegetative),0.85,50.0,80.2,HEALTHY,0,0.0
2026-01-03 23:00:00,esp32-field-01,NORMAL_BALANCED,29.22,2356,29.16,70.84,HEALTHY,22.11,72.7,0.0,0.0,0.61,3.69,1.6,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-04 00:00:00,esp32-field-01,NORMAL_BALANCED,29.22,2339,30.89,69.11,HEALTHY,21.66,72.3,0.0,0.0,0.08,3.3,1.1,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-04 01:00:00,esp32-field-01,NORMAL_BALANCED,29.21,2371,27.69,72.31,HEALTHY,21.12,77.1,0.0,0.0,0.72,3.2,1.3,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-04 02:00:00,esp32-field-01,NORMAL_BALANCED,29.21,2329,30.57,69.43,HEALTHY,20.94,74.3,0.0,0.0,0.71,3.39,2.4,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-04 03:00:00,esp32-field-01,NORMAL_BALANCED,29.2,2373,28.23,71.77,HEALTHY,22.34,73.2,0.0,0.0,3.86,3.68,2.6,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-04 04:00:00,esp32-field-01,NORMAL_BALANCED,29.19,2334,29.58,70.42,HEALTHY,21.57,73.8,0.0,0.0,0.72,3.58,0.3,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-04 05:00:00,esp32-field-01,NORMAL_BALANCED,29.19,2326,29.75,70.25,HEALTHY,22.53,74.5,0.0,0.0,5.85,3.45,3.9,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-04 06:00:00,esp32-field-01,NORMAL_BALANCED,29.18,2341,30.49,69.51,HEALTHY,23.84,70.1,0.0,0.0,0.6,3.92,0.4,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-04 07:00:00,esp32-field-01,NORMAL_BALANCED,29.15,2340,30.02,69.98,HEALTHY,24.65,68.0,0.0,0.15,0.07,3.89,0.8,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-04 08:00:00,esp32-field-01,NORMAL_BALANCED,29.1,2340,30.25,69.75,HEALTHY,26.44,64.3,0.0,0.0,0.82,4.18,6.3,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-04 09:00:00,esp32-field-01,NORMAL_BALANCED,29.02,2338,30.18,69.82,HEALTHY,27.12,63.8,0.0,0.0,0.34,4.43,8.0,0,Tomato (Vegetative),0.85,50.0,79.4,HEALTHY,0,0.0
2026-01-04 10:00:00,esp32-field-01,NORMAL_BALANCED,28.92,2331,30.14,69.86,HEALTHY,28.19,61.3,0.0,0.0,0.0,4.64,0.8,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 11:00:00,esp32-field-01,NORMAL_BALANCED,28.81,2375,28.13,71.87,HEALTHY,29.18,57.9,0.0,0.0,1.08,4.73,3.4,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 12:00:00,esp32-field-01,NORMAL_BALANCED,28.68,2370,28.29,71.71,HEALTHY,30.0,58.1,0.0,0.0,0.27,5.08,1.2,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 13:00:00,esp32-field-01,NORMAL_BALANCED,28.56,2397,27.03,72.97,HEALTHY,30.61,57.3,0.0,0.0,0.77,4.95,1.4,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 14:00:00,esp32-field-01,NORMAL_BALANCED,28.45,2342,29.57,70.43,HEALTHY,30.88,56.3,0.0,0.0,0.05,4.95,3.1,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 15:00:00,esp32-field-01,NORMAL_BALANCED,28.37,2369,28.8,71.2,HEALTHY,30.52,55.5,0.0,0.0,0.2,5.02,1.6,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 16:00:00,esp32-field-01,NORMAL_BALANCED,28.3,2348,29.24,70.76,HEALTHY,29.43,55.7,0.0,0.06,3.75,4.94,13.7,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 17:00:00,esp32-field-01,NORMAL_BALANCED,28.27,2391,27.15,72.85,HEALTHY,28.94,58.9,0.0,0.0,2.73,4.77,0.5,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 18:00:00,esp32-field-01,NORMAL_BALANCED,28.27,2348,28.94,71.06,HEALTHY,28.15,60.0,0.0,0.0,2.68,4.23,1.0,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 19:00:00,esp32-field-01,NORMAL_BALANCED,28.27,2357,29.27,70.73,HEALTHY,28.18,61.2,0.0,0.0,0.12,4.5,1.0,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 20:00:00,esp32-field-01,NORMAL_BALANCED,28.26,2395,27.78,72.22,HEALTHY,26.31,67.0,0.0,0.0,0.38,4.18,1.7,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 21:00:00,esp32-field-01,NORMAL_BALANCED,28.25,2356,27.92,72.08,HEALTHY,24.81,66.9,0.0,0.0,0.58,4.04,1.2,0,Tomato (Vegetative),0.85,50.0,79.3,HEALTHY,0,0.0
2026-01-04 22:00:00,esp32-field-01,NORMAL_BALANCED,28.24,2347,29.07,70.93,HEALTHY,24.08,69.3,0.0,0.0,1.09,3.79,2.3,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-04 23:00:00,esp32-field-01,NORMAL_BALANCED,28.24,2369,28.02,71.98,HEALTHY,23.14,72.5,0.0,0.0,0.4,3.96,1.9,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 00:00:00,esp32-field-01,NORMAL_BALANCED,28.23,2359,29.04,70.96,HEALTHY,21.52,73.7,0.0,0.0,2.79,3.37,1.9,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 01:00:00,esp32-field-01,NORMAL_BALANCED,28.23,2373,27.35,72.65,HEALTHY,21.15,75.1,0.0,0.0,0.02,3.29,0.2,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 02:00:00,esp32-field-01,NORMAL_BALANCED,28.22,2383,27.22,72.78,HEALTHY,21.25,75.1,0.0,0.0,0.89,3.22,0.6,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 03:00:00,esp32-field-01,NORMAL_BALANCED,28.21,2352,29.16,70.84,HEALTHY,20.75,75.0,0.0,0.0,0.3,3.35,1.6,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 04:00:00,esp32-field-01,NORMAL_BALANCED,28.21,2348,29.52,70.48,HEALTHY,21.91,73.7,0.0,0.0,0.92,3.88,0.6,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 05:00:00,esp32-field-01,NORMAL_BALANCED,28.2,2373,27.1,72.9,HEALTHY,22.67,75.3,0.0,0.0,2.16,3.55,0.8,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 06:00:00,esp32-field-01,NORMAL_BALANCED,28.19,2360,29.15,70.85,HEALTHY,23.44,71.5,0.0,0.0,0.45,3.57,1.2,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 07:00:00,esp32-field-01,NORMAL_BALANCED,28.17,2367,27.55,72.45,HEALTHY,25.1,64.4,0.0,0.0,0.12,3.98,3.2,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 08:00:00,esp32-field-01,NORMAL_BALANCED,28.12,2391,27.42,72.58,HEALTHY,25.04,65.5,0.0,0.0,0.19,4.13,0.6,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 09:00:00,esp32-field-01,NORMAL_BALANCED,28.03,2342,28.94,71.06,HEALTHY,27.78,60.4,0.0,0.0,0.41,4.76,1.5,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 10:00:00,esp32-field-01,NORMAL_BALANCED,27.93,2409,27.08,72.92,HEALTHY,28.46,59.6,0.0,0.0,1.0,4.64,0.5,0,Tomato (Vegetative),0.85,50.0,79.2,HEALTHY,0,0.0
2026-01-05 11:00:00,esp32-field-01,NORMAL_BALANCED,27.81,2355,28.45,71.55,HEALTHY,28.99,57.8,0.0,0.0,0.16,4.87,0.4,0,Tomato (Vegetative),0.85,50.0,79.1,HEALTHY,0,0.0
2026-01-05 12:00:00,esp32-field-01,NORMAL_BALANCED,27.69,2404,27.13,72.87,HEALTHY,30.28,56.3,0.0,0.55,0.0,4.93,0.4,0,Tomato (Vegetative),0.85,50.0,79.1,HEALTHY,0,0.0
2026-01-05 13:00:00,esp32-field-01,NORMAL_BALANCED,27.57,2384,27.2,72.8,HEALTHY,30.98,55.3,0.0,0.0,0.68,5.01,2.0,0,Tomato (Vegetative),0.85,50.0,79.1,HEALTHY,0,0.0
2026-01-05 14:00:00,esp32-field-01,NORMAL_BALANCED,27.47,2384,27.17,72.83,HEALTHY,30.84,52.6,0.0,0.0,1.82,4.78,0.1,0,Tomato (Vegetative),0.85,50.0,79.1,HEALTHY,0,0.0
2026-01-05 15:00:00,esp32-field-01,NORMAL_BALANCED,27.37,2375,28.08,71.92,HEALTHY,31.1,53.0,0.0,0.0,0.28,5.22,0.7,0,Tomato (Vegetative),0.85,50.0,79.1,HEALTHY,0,0.0
